Review Title,Rating,Sentiment
Absolutely Sensational.,10,Positive
So good to be back!,10,Positive
I made an imdb account purely to praise this show.,10,Positive
"Good, But Could Be Better",6,Neutral
Critique of Daredevil: Born Again: The Neglected Faith,3,Negative
Absolute Cinema <3,10,Positive
The mouse did well,10,Positive
We are so back,10,Positive
Amazing,10,Positive
Daredevil CGI action is appalling but its getting good,8,Positive
Daredevil is truly Born again,10,Positive
Good so far,9,Positive
They Let the Devil Out,10,Positive
"Depressing start, exciting ending... repeat",7,Positive
Lots of copium in the IMDb reviews,3,Negative
THE DEVIL IS BACK,10,Positive
Just dare to watch this devil again,10,Positive
bro,10,Positive
OG MARVEL BACK,8,Positive
First two episodes.,10,Positive
Check creation process first from interviews,9,Positive
Please marvel keep doing what you doing,8,Positive
We want the good series to continue.,9,Positive
"Daredevil is back, kind of?",7,Positive
Give It Back to Netflix!,4,Neutral
The masked man returns.,8,Positive
"Disappointing, but still good",7,Positive
Watch the first 20 minutes....,1,Negative
Solid but not extraordinary.,6,Neutral
A typically weak Disney show,5,Neutral
Haters are gonna hate...,7,Positive
Dissapointing,5,Neutral
Disney's Daredevil,7,Positive
They Tried,1,Negative
Somewhat Lost,7,Positive
Disappointing *spoilers*,1,Negative
"A lot of TALKING and enough action to be engaged, but lots of 'creative liberties.'",6,Neutral
Wow.,1,Negative
A Hopeful Return...That's a little inflated,7,Positive
"Above Marvel's low bar, but this is only okay",4,Neutral
Hype for return,7,Positive
A Blindfold Would've Helped,1,Negative
Manage your expectations,6,Neutral
Not a worthy sequel.,4,Neutral
Destructions of yet another good show,1,Negative
Remember The Scorpion King CGI?,1,Negative
"Daredevil: Disappointment, Terrible CGI And Shaky Camera",4,Neutral
Better the devil you know,1,Negative
I loved the Netflix show.,1,Negative
"Daredevil: Wrong again, by this-ney",2,Negative
"After going back and re-watching the original series, Born Again just felt lacking",5,Neutral
Hope it gets better,5,Neutral
Awful,1,Negative
Masterful stunt work replaced with goofy CGI Marvelslop,1,Negative
"Falls flat on its face, despite the nostalgia bait.",5,Neutral
Disney Does It Again!,4,Neutral
Cheap shockvalue and basic plot,1,Negative
This is boring.,1,Negative
Major downgrade,4,Neutral
Inferior to the original,5,Neutral
Episode three so far,3,Negative
90% snoozefest,5,Neutral
Shell of its formal self,1,Negative
Give this back to Netflix.,3,Negative
Zzzzzz mega boring and I was a mega fan,3,Negative
Levieva cannot act stop casting her!,3,Negative
6 years of waiting for rushed writing,2,Negative
"I thought this was daredevil, not dare to be an attorney",4,Neutral
Not sure why this is hyped so much?,3,Negative
Sucks,1,Negative
I wanted this to be good,2,Negative
Overall disappointing,5,Neutral
Why keep watching?,2,Negative
Too much Navel Gazing 0/10,1,Negative
Cgi Mess,4,Neutral
A Hollow Imitation of a Masterpiece,3,Negative
A Disjointed Attempt at Gritty Storytelling,5,Neutral
Bad story,4,Neutral
I waited 7 years for this??,4,Neutral
Daredevil's Dismal Dive: A Nostalgic Nightmare Unfolds,2,Negative
Nice storyline,6,Neutral
Touch of comedy and thriller,8,Positive
"A Worthy Attempt, But Will It Live Up to Panchayat?",7,Positive
A breezy and delightful comedy that goes straight to the heart,9,Positive
"""Dupahiya: A Joyride of Comedy and Village Charm""",9,Positive
Stolen Bike in a Crime-Free Village,7,Positive
Light hearted comedy,9,Positive
One time watch with family,7,Positive
Delightful Blend of Humor and Social Commentary,10,Positive
Unique Storyline Concept,6,Neutral
"Suspense, excitement, moral, comedy, and many more",10,Positive
A Captivating Ride: Dupahiya Keeps You Hooked from Start to Finish,7,Positive
Cringe: Made by someone not aware about villages,1,Negative
A quirky village tale that rides high on humor,8,Positive
Must Watch,10,Positive
If your root from village then it's for u.,9,Positive
Full paisa wasool series 👌,10,Positive
"Acting, story, fun all in one",10,Positive
No storyline,3,Negative
Laughed all the way,10,Positive
"Quite a great story, acting and learning",10,Positive
Best series. Much much better than Panchayat,10,Positive
Absolutely amazing,10,Positive
Best show of 2025,9,Positive
Poor Direction...trying to create one more Panchayat,1,Negative
"Nice, clean and light hearted entertainment",8,Positive
A must-watch series,10,Positive
"Very well made , a must watch",10,Positive
Must watch,9,Positive
What a refreshing series to watch,10,Positive
Not so good,3,Negative
Different yet very entertaining,10,Positive
Fully Entertaining Village Comey Series...,9,Positive
Back to basic,10,Positive
Against the raciet and Dowry,10,Positive
Must watch,10,Positive
"Badly written, poorly executed!",1,Negative
Good watch with family,8,Positive
After a long time a very average series on Indian tv,1,Negative
Very poor writing,3,Negative
Total nonsense,1,Negative
Boring idea Boring story Failed execution,1,Negative
Hindiphobia is clear,1,Negative
Unrealistic,2,Negative
Washed first 2 episodes only.,3,Negative
Absolute garbage of a series.,1,Negative
One time watch with family.,5,Neutral
Seems Artificial/Drama,5,Neutral
A pathetic attempt to tell a village story without village story.,1,Negative
Poorly drafted & crafted...!!,4,Neutral
Emotional sainma,10,Positive
Good concept and best intentions but..,5,Neutral
7 years later,10,Positive
I waited 5 years to watch it again,10,Positive
Out of this world,10,Positive
Masterpiece,10,Positive
A visual and auditory marvel,10,Positive
Best movie I have seen in my life,10,Positive
Possibly the best movie of all time,10,Positive
Excellent Movie,10,Positive
Masterpiece,10,Positive
A good - not great - movie that falls apart the more you think about it.,7,Positive
The best film I have ever seen,10,Positive
"Unmatched visuals and writing, yet sentimentalist and most definitely not Nolan's best directorial work",6,Neutral
"the usual lifeless, boring, pretentious nolan turkey",4,Neutral
Glad i didn't watch the trailer,10,Positive
I would rate 11/10,10,Positive
The best of all Time,10,Positive
"Nolan's masterpiece, one of the best sci-fi movie",10,Positive
A journey across the galaxy to save humanity,9,Positive
Absolutely incredible; truly a must-watch,10,Positive
"Entertaining nonsense, but no masterpiece",7,Positive
Mankind Achievement,10,Positive
"Some interesting ideas, but overall unsatisfying",6,Neutral
I really WANTED to like this movie,3,Negative
Interstellar : An open-hearted & mastered Human Odyssey,10,Positive
It's 2025 and I'm here sobbing after re-watching this masterpiece,10,Positive
Absolutely Brilliant,9,Positive
"An Emotional, Beautiful Journey into the Unknown",9,Positive
A Sci-Fi Masterpiece,10,Positive
A visual masterpiece.,10,Positive
What a massive disappointment,6,Neutral
'Interstellar',10,Positive
"Good, but Overrated",6,Neutral
Makes three hours feel like a lifetime - awful,2,Negative
Greatest movie of all time,10,Positive
I've never seen a movie so good in a long time,10,Positive
It's one of those movies,10,Positive
A Love Story Against The Backdrop Of A Grand Interstellar Travel,10,Positive
Fascinating Film,10,Positive
An amazing Drama with Sci-Fi elements.,10,Positive
"Calm down there, fan-boys.",6,Neutral
"A familiar journey to the unknown, albeit a grand one",9,Positive
Bit too overrated,6,Neutral
Disappointing,5,Neutral
Epic in every way!,10,Positive
emotional Ride,10,Positive
Perfect,10,Positive
time travel= relativity =space equilibrium= Nolan's grand space masterpiece,10,Positive
A movie made for me,10,Positive
Maybe the most spectacular movie of 2014 and one of the best,8,Positive
Pretty Pictures do not make up for the lack of story,6,Neutral
Will remain the best space movie for decades.,10,Positive
I aged 23 years watching this movie,6,Neutral
Mediocre,4,Neutral
The GENIUS shocks the world by another unique innovation..!!,10,Positive
Best Si-Fi movie,10,Positive
Going brilliantly (but very LOUDLY) into the dark,10,Positive
Leaves you wondering,9,Positive
"""In order for man to move forward, they must leave something behind.""",10,Positive
Best movie ever made. Ever.,10,Positive
Good for a one time watch,6,Neutral
I literally said to myself: this is a perfect film,10,Positive
Overrated. Mess.,7,Positive
Poor in almost every possible way.,4,Neutral
Breathtaking Cinematic Masterpiece,10,Positive
Best movie of all time! 10/10,10,Positive
"Thought-provoking, mind-enriching, and heart wrenching sci-fi drama.",10,Positive
You will love it or hate it,10,Positive
Interstellar is quite an intriguing space movie requiring some attention to the narrative,9,Positive
A Brilliantly Emotional Journey,10,Positive
AOT: The Greatest Anime I've Ever Seen,10,Positive
If I could rate this 100 I would.,10,Positive
Masterpiece. I've never witnessed this level of care for every detail.,10,Positive
Genuinely the greatest show I have ever seen,10,Positive
Nearly perfect,10,Positive
Still recovering,10,Positive
My experience as a 42yrs. Old....,10,Positive
Well deserved to be alongside other greatest TV series ever created,10,Positive
Give your hearts !,10,Positive
A historic anime,10,Positive
Shinzou wo sasageyo! Devote your heart!,10,Positive
Disappointing in the Best Way,6,Neutral
One of the best ever,4,Neutral
Greatest Anime,10,Positive
Amazing Anime,10,Positive
Legendary show.,10,Positive
"Season 4, what can we expect?",10,Positive
1 episode left..,10,Positive
The Greatest Animanga of all Time,10,Positive
I get the Game of Thrones/Skyrim vibes off this!,7,Positive
I wish there was a reply button for some of the reviews here! Anything less than a 9 out of 10 for this masterpiece is stupid,10,Positive
My god,10,Positive
Master of Storytelling,10,Positive
How Animes Should Be,10,Positive
The most INCREDIBLE show i have ever watched.,10,Positive
Don't watch it...,10,Positive
"Titanic ""Attack on Titan""",10,Positive
Amazing!,10,Positive
Its ok,7,Positive
Amazing!!!!,5,Neutral
Awesome just Awesome,10,Positive
You're telling me a human created this ?,10,Positive
The most amazing anime I´ve ever seen!,10,Positive
One of those shows that gets more and more intense,10,Positive
Best Action Anime.,10,Positive
*on the TOP+,10,Positive
So about that manga ending...,10,Positive
I never cared about shows until I watch AoT,10,Positive
Attack on Titan Season 1: Lets Stop and Talk About Our Feelings.,7,Positive
"95% discussion, 5% action",4,Neutral
"Awesome start, amazing potential",10,Positive
"Avatar : Avengers Endgame : Which is better? The answer Is ""ATTACK ON TITAN""",10,Positive
Peak,10,Positive
Watch it,10,Positive
The best anime ever made,10,Positive
"This shows going to end one day, and I will not be ready...",10,Positive
Best anime,7,Positive
Overhyped,4,Neutral
An experience like no other,10,Positive
Simply Badass,10,Positive
Literally changed my life,10,Positive
Mind Blowing!!,10,Positive
My #1 All-Time Favorite Manga/Anime!!!!,10,Positive
Excellent Anime,10,Positive
Best anime ever,10,Positive
"Very pretty, but very boring",6,Neutral
Incredibly overrated,2,Negative
If theres is a show that can be called PERFECT thats definitly Attack on Titan,10,Positive
"A thrilling, action-paced anime, with alot of heart.",10,Positive
Absolutely fantastic!,9,Positive
Gets better as time passes,10,Positive
Wow,10,Positive
There was a LOT of love put into this.,10,Positive
Now i understand the hype.,10,Positive
Phenomenal.,10,Positive
Attack On Titan... REALLY?,6,Neutral
Amazing anime,10,Positive
At first I was sceptical. Until I watched the first episode.,10,Positive
one of the greatest animes ever ? more like one of the greatest series ever!,10,Positive
The cycle repeats...,10,Positive
Best Anime Ever!,10,Positive
A Humble Review,10,Positive
How can the rating still 8.9,10,Positive
Where plot twists soar and character arcs get eaten alive,7,Positive
SUPER BORING!,2,Negative
This anime is truly a masterpiece,10,Positive
Down in history as the greatest story ever told,10,Positive
EMOTIONAL,10,Positive
OMFG,10,Positive
Outstanding Anime! Made it to my top favorites!,10,Positive
Better than marvels,10,Positive
Attack on titans review,10,Positive
"Most Well Executed Shonen to Date, and I've seen a lot (READ REVIEW)",10,Positive
"3 Great Seasons, 1 Awful Season",6,Neutral
Overrated anime,2,Negative
"So detailed, complex and immersive character and world creation.",10,Positive
Crazy!!,10,Positive
Surpassed my expectations,10,Positive
Masterpiece,10,Positive
You don't know art until you watch this.,10,Positive
Simply Put 10/10,10,Positive
flawless anime,10,Positive
Speechless,10,Positive
Why I did not rate it a 9,6,Neutral
A mexican Soap Opera,3,Negative
The greatest show of 21 century!,10,Positive
A masterpiece,10,Positive
BEST ANIME NO COMPETITION,10,Positive
G.O.A.T,10,Positive
I super recommend,10,Positive
Daaaam that was something else,10,Positive
Goated,10,Positive
It's Incredible,10,Positive
Has a good start but looses itself during the progress,7,Positive
Incredible Story and Build Up for the Worst Ending,2,Negative
This show Is simply unreal,10,Positive
Season 4 has been amazing!!!!,10,Positive
READ THIS IF YOU HAVENT WATCHED THIS ANIME YET.,10,Positive
Without a doubt one of the best pieces of storytelling ever written,10,Positive
This anime will change the way you look at people.,10,Positive
So Freaking Good,10,Positive
GREATEST TV SHOW WITH A MISUNDERSTOOD ENDING,10,Positive
Questionable at first but the most amazing piece of TV EVER,10,Positive
The ending is genuinely bad,7,Positive
Attack on Titan is the Greatest Anime of All Time,10,Positive
a beautiful masterpiece that will go down in history,10,Positive
"Don't cry because it's over, smile because it happened",10,Positive
Freaky series,10,Positive
"Just an awesome, entertaining Series",10,Positive
"Shingeki no Kyojin: 9,8",10,Positive
Don't judge till you watch,10,Positive
Attack on GOAT,10,Positive
could not accept the ending,3,Negative
Perfect show,10,Positive
Unpredictable and thrilling,10,Positive
I don't even like Anime..,10,Positive
Isayama is a genius,10,Positive
"If the imdb website ranked the top 250 series based on the average scores of the episodes, Attack on Titan would rank 1. (of course, excluding mini-series like Chernobyl and..",10,Positive
i swear on god best thing to watch on earth,10,Positive
One of the best series,10,Positive
My experience as 51 years old...,10,Positive
good bits separated by long boring timefillers,6,Neutral
Confusing with lots of babbling,3,Negative
It's Too Good,10,Positive
Actually it is underrated,10,Positive
Give it a chance...You will never regret it,10,Positive
Absolute Masterpiece,10,Positive
The most cleverly written show ever!?,10,Positive
A MASTERPIECE.,10,Positive
A must watch!!!!,10,Positive
Incomparable to anything,10,Positive
Strangely Weird - The Best and Worst at the same time,6,Neutral
Great setting but eventually undermined by poor execution of story and underused characters.,5,Neutral
"Itterasshai, The Greatest TV show.",10,Positive
Aot the best,10,Positive
Beyond a masterpiece level,10,Positive
Aot is in next level,10,Positive
Shingeki no kyojin S1-S4 part 1,10,Positive
The best,10,Positive
The only review you need.,10,Positive
my favorite series,10,Positive
This is a nice art.,7,Positive
Just Awesome!,5,Neutral
"Do yourself a favor and watch this, you will not regret it",10,Positive
The greatest story ever told! Thank you,10,Positive
After this every show is boring AF,10,Positive
What a good ending to a Gorgeous Anime,10,Positive
Greatest show ever,10,Positive
Attack on Titan - The Greatest Masterpiece in Anime History,10,Positive
This is the greatest shi ive ever seen,10,Positive
Undoing a Crime.,10,Positive
For what cameras can't do.,6,Neutral
Epically Meh,2,Negative
The best series of all time!!,10,Positive
I usually don't like anime but this one is the best,10,Positive
A Story that will keep surprising you,10,Positive
This is more than perfect,10,Positive
THERAPY NEEDED,9,Positive
Wild ride,9,Positive
An absolute MASTERPIECE,10,Positive
awesome,10,Positive
Great But Not A Masterpiece,7,Positive
Fantastic show that was ruined completely by a trash finale,1,Negative
Never have I ever...,9,Positive
SASAGEYO SASAGEYO SHINZO WO SASAGEYO,10,Positive
Masterpiece,10,Positive
There can't be a Attack on Titan ever AGAIN!!!,10,Positive
A Masterpiece.,10,Positive
My First and Best Anime,10,Positive
TATAKAE! Best show ever.,10,Positive
Attack on Titan: Irreplaceable,10,Positive
A complete outsider review of Attack on Titan,7,Positive
MasterClass and boring!,5,Neutral
Shinzou sasageyo!,10,Positive
"Wow, this was...complex but highly enjoyable",9,Positive
Goat Series,10,Positive
There hasn't been a better show,10,Positive
Kia,10,Positive
The greatest story ever told,10,Positive
Unbelievable perfection,10,Positive
Arguably one of the best TV shows ever,10,Positive
Season 4 ruined it!,7,Positive
Ending took the whole point of the show,5,Neutral
Non-Anime fan turned believer,10,Positive
Goosebumps in every episode!!,10,Positive
Peak,10,Positive
Perfection.,10,Positive
"Really good, but scary, definitely TV-MA",9,Positive
Best action anime ever,10,Positive
A titan of an anime,10,Positive
BREATHTAKING & BRILLIANT !!,10,Positive
It could be great,6,Neutral
So friggin epic.,10,Positive
Turu love 😎😎,10,Positive
Masterpiece,10,Positive
Greatest story in any anime and possibly all media,10,Positive
I am lost for words.,10,Positive
HAJIME ISAYAMA IS AN ABSOLUTE GENIUS,10,Positive
This anime get's to much hate,10,Positive
...!,10,Positive
Attack on Titan - An Epic Saga That Lost Its Way (2013-2023),6,Neutral
I don't understand the hype.,4,Neutral
That is not an anime,10,Positive
One of the best shows of all rime,10,Positive
Masterpiece,10,Positive
A Masterful story with great level of details.,10,Positive
The best of the best,10,Positive
Attack on Titan Is the Best Anime Ever,10,Positive
Recommended,10,Positive
"The more I watch Attack On Titan, my love for One Piece begin to fade.",10,Positive
"Much More Enthralling than that ""Yo-Kai Watch"" Crap...",7,Positive
bruh,2,Negative
From Me to You,10,Positive
If you like Attack on Titan you sure have a good taste,10,Positive
Goated anime masterpiece attack on titan,10,Positive
Literally my favorite show of all time,10,Positive
God Tier,10,Positive
Masterpiece,10,Positive
Best Show Ever !!,10,Positive
It's literally ungodly how this has become a godly masterpiece,10,Positive
"Good start, but slowly weakens as it goes",7,Positive
Nothing Special and Boring,5,Neutral
One of the best anime of all time.,10,Positive
Intense and super epic and fun to watch,10,Positive
A Masterpiece.,10,Positive
Attack On Titan,10,Positive
Awesome,10,Positive
The best one 💗,10,Positive
A Masterpiece of Hajime Isayama,10,Positive
Best anime everrrrr!,10,Positive
Best Anime until it's ending,7,Positive
Overhyped,3,Negative
"Attack on Titan is a unique and top-tier addition to the anime genre, an absolute must-see",10,Positive
One of my favorite anime. does little wrong.,10,Positive
The greatest anime I've ever seen,10,Positive
And I thought that death note was the best anime ever,10,Positive
Masterpiece in storytelling.,10,Positive
Better than Rick&Morty,10,Positive
Masterpiece of all masterpieces,10,Positive
Wicked anime,10,Positive
Exposition galore and cliché Shonen but a great story and visuals,6,Neutral
boring,3,Negative
The best ever,10,Positive
Game of Thrones as Anime,10,Positive
Good action movie,10,Positive
MANDYA 100% BOXOFFICE WINNER.,10,Positive
Mandya Best Movie in 2025 in Kannada film industry,10,Positive
Mandya Super Hit,9,Positive
waves at the box office!,10,Positive
Perfect movie,9,Positive
With its action-packed,9,Positive
MANDYA's cinematography perfectly captures,9,Positive
Good action,10,Positive
Awesome movie,8,Positive
complete package,10,Positive
Good story,10,Positive
Likely action,9,Positive
gritty action,9,Positive
"The direction is top-notch,",9,Positive
An exceptional crime thriller,10,Positive
Very nice experience,10,Positive
The dialogues are strong,9,Positive
Likely action,9,Positive
Best movie,8,Positive
cinematic rollercoaster,10,Positive
"Every twist feels organic, making the stakes feel real",9,Positive
Most popular movie,10,Positive
Best performance,9,Positive
Best acting,8,Positive
Very interesting movie,9,Positive
crime thrillers with strong character arcs!,10,Positive
must-watch for fans of gripping crime dramas!,10,Positive
world-class thrillers!,9,Positive
Highly recommended!,8,Positive
Awesome movie,9,Positive
Nice story,10,Positive
A must-watch for crime thriller lovers!,10,Positive
Great story,8,Positive
brilliant crime thriller,10,Positive
WOW,10,Positive
Fantastic movie,8,Positive
Most popular movie,10,Positive
Super movie,10,Positive
Good movie,10,Positive
Nice experience,9,Positive
a true gem with this one!,10,Positive
Best Kanda movie,8,Positive
Best movie in the year,10,Positive
Best,9,Positive
Perfect action,10,Positive
Most popular movie,8,Positive
Wonderful movie,10,Positive
Mind blowing action,8,Positive
Mind blowing movie,10,Positive
must-watch film for lovers of intense storytelling!,10,Positive
strong performances!,9,Positive
Must watching movie,8,Positive
Best movie,10,Positive
Great story,10,Positive
Great action,10,Positive
deserves nationwide recognition!,9,Positive
Mind blowing action,9,Positive
powerhouse of performances,9,Positive
Popular movie,10,Positive
Outstanding,10,Positive
blockbuster,9,Positive
Amazing movie,10,Positive
Superb cinema,8,Positive
Best movie,9,Positive
Wonderful movie,10,Positive
Unforgettable movie,9,Positive
Best movie,10,Positive
Mind blowing action,9,Positive
Very interesting movie,10,Positive
appreciate powerful performances,9,Positive
action-packed storytelling.,10,Positive
must-watch for crime thriller lovers!,9,Positive
character-driven cinema!,8,Positive
Amazing performance,10,Positive
must-watch for lovers of crime dramas!,10,Positive
Interesting movie,10,Positive
Must watch for lovers,10,Positive
Awesome movie,9,Positive
MANDYA is a cinematic marvel,9,Positive
This film is a game-changer,8,Positive
the crime thriller genre!,9,Positive
Awesome movie,8,Positive
Awesome movie,10,Positive
it's an experience!,10,Positive
Awesome movie,10,Positive
Great movie,8,Positive
power-packed crime thriller that delivers on all fronts!,10,Positive
Amazing movie,10,Positive
"The climax is especially shocking,",10,Positive
Good action,9,Positive
Great movie,8,Positive
Outstanding action,9,Positive
Good acting,10,Positive
Super movie,8,Positive
Outstanding movie,10,Positive
become a blockbuster in Karnataka and beyond!,10,Positive
A stunning performance,9,Positive
Amazing movie,10,Positive
"Every moment in this film matters,",9,Positive
Outstanding action,8,Positive
Great movie,8,Positive
Fantastic movie,10,Positive
high-stakes crime drama,10,Positive
Good action,10,Positive
climax is unpredictable,10,Positive
well-crafted crime dramas!,9,Positive
This is brilliant,9,Positive
"Seminal TV, potentially a ground-breaking classic",10,Positive
On another level!,9,Positive
To me it's a masterpiece,10,Positive
Brilliant!,9,Positive
Very Original,10,Positive
As good as everyone says it is!,9,Positive
Waiting for Mark...,9,Positive
"This could be the start of something great. **Update, from 8 to 10 by ep 9. Next big hit show if sanity still prevails these days.",10,Positive
Impressive,9,Positive
separating your mind means separating the you you are,9,Positive
unique concept bad pacing,6,Neutral
Either it catches you from the beginning or not,5,Neutral
Just what the doctor ordered.,10,Positive
Season 1 and it's an instant classic,10,Positive
Offbeat and interesting!,8,Positive
This. Is. Incredible.,9,Positive
"George Orwell's ""The Office""",8,Positive
Metropolis meets 1984 Intrigue Suspense and Talent,9,Positive
How much do you value consciousness,9,Positive
I want more,9,Positive
9 episodes is way too long for this,6,Neutral
S2 - nothing matters,5,Neutral
1984 big brother,9,Positive
Severance is a Big WINNER!,8,Positive
My first 10-star review!,10,Positive
"Good start but don't turn into another ""Lost""",9,Positive
Hate working in Office?,9,Positive
A Chilling Reflection of Corporate Dystopia,9,Positive
"Amazing, riveting, incredible,mysterious, best show for years",10,Positive
Severance has effectively changed my life,10,Positive
Very Charlie Kaufmanesque,7,Positive
"Agravating, slow, unsatisfactory, stupid ending",1,Negative
INCEPTION meets THE OFFICE,9,Positive
"Do Not Drop It, And You'll Be Rewarded",9,Positive
Pushing this Psychological Thriller Further Down the Rabbit Hole,9,Positive
A masterpiece of our time,10,Positive
A dystopian masterpiece,10,Positive
Brilliant concept realized,10,Positive
Slow start but worth the wait,10,Positive
Unique and Genius Mystery I Can't Stop Thinking About,9,Positive
Bottled Episodes and Cliffhangers,7,Positive
Mildly interesting,5,Neutral
I am completely hooked,10,Positive
Bravo Apple,8,Positive
WOW I'm hooked,8,Positive
"Good, not great",9,Positive
This is your sign to push play,9,Positive
Most impressive,10,Positive
"the usual dystopian idea, but its not bad",8,Positive
Instant Classic,10,Positive
Interesting idea but illogical overall,6,Neutral
So slow,5,Neutral
Best show I have seen in years!,10,Positive
"Watch this show, please",10,Positive
An absolute masterpiece,10,Positive
I am happy to get some real science fiction,10,Positive
Great series,10,Positive
"Unique, an absolute masterpiece",10,Positive
Best tv show of the year!,10,Positive
Solid Dystopian Sci-Fi / Office-Core Mash-Up. Also Massively Overrated,7,Positive
A glimpse into Apple,5,Neutral
Must watch!,10,Positive
"Possibly the best television program, I have ever seen",10,Positive
Brilliantly Bizarre,9,Positive
Mysterious & Important,10,Positive
Twin Peaks meets the Dharma Initiative. On the Death Star.,9,Positive
Fed up with people saying it's slow,10,Positive
Fantastically written and complex,10,Positive
"Don't listen to the bad reviews, this show is groundbreaking.",10,Positive
S2 is a letdown so far.,6,Neutral
Don't start it; would have been a decent movie,5,Neutral
Severance: A Haunting and Thought-Provoking Thriller,10,Positive
Stupendous,9,Positive
"For now, this show is a 10/10 for me and I hope it stays that way after season 2.",10,Positive
Masterpiece!!!,10,Positive
Epic,10,Positive
Liminal space,9,Positive
Try to Enjoy Each Episode Equally,9,Positive
"Captivating, Thrilling, Comedic, Dramatic, and more",10,Positive
season 2 ep 1 & ep 2,6,Neutral
Severance,10,Positive
"Two episodes, I'm hooked",9,Positive
love it!! one of the best shows ever.,10,Positive
"Beautiful, thrilling and mysterious. Must see!",10,Positive
Head Butt,10,Positive
A very good show,10,Positive
"I like it, not sure why",9,Positive
I think about this show several times a week,9,Positive
The slowest,6,Neutral
Such a slow burner...,5,Neutral
The Office meets Black Mirror,10,Positive
"Creepy, Interesting and well executed concept",9,Positive
Really enjoying this so far.,9,Positive
Absolute Work of Art,10,Positive
Mind-bending goodness,10,Positive
Twisted and complex to say the least.,8,Positive
The Best New Series of 2022!,9,Positive
Good God... that was amazing!,10,Positive
A show with lots of room to grow,7,Positive
Disappointing,3,Negative
To those giving this 1 star,8,Positive
Omg,10,Positive
this is an incredibly fascinating show.,10,Positive
Made an account just to talk about how good it is,9,Positive
"""The Prisoner"" for the 21st Century",10,Positive
"Masterpiece, leaving you on the edge of your seat",10,Positive
Gripping in every way,10,Positive
10/10/10/10 oh wait we can rate it with even higher than 10,10,Positive
"Great premise, but..",6,Neutral
Downhill in Season 2,4,Neutral
Totally fresh...,10,Positive
Absolutely disturbing,9,Positive
New favorite show,10,Positive
Intriguing but..,9,Positive
Can't wait for next season,10,Positive
Brilliant!,10,Positive
"Hook, line and sinker",9,Positive
Surreal and Thought Provoking,10,Positive
Enjoyable to watch but ...,7,Positive
Sever me,5,Neutral
ADHD Approved,10,Positive
Would have been a 10 if not for occasional slowness,9,Positive
SciFi with class from Apple at last!,9,Positive
Amazing,10,Positive
Stick with it!,8,Positive
Fabulous series. Absolute perfection.,10,Positive
What is this all about?!!!,9,Positive
Worth sticking with,9,Positive
"Nice aesthetics, zero payoff",6,Neutral
Meandering,4,Neutral
Freshest show I've seen in a long time,10,Positive
Possibly...,10,Positive
Turns in to a masterpiece,10,Positive
The building is an overlooked star of Severance,9,Positive
I love this show - it is so weird and unpredictable.,10,Positive
One of the TOP,10,Positive
A Must!,9,Positive
"Dude, Ben Stiller, Let's Go",10,Positive
Season 1 is a 9...Season 2 is a 7,7,Positive
What a disappointment,1,Negative
Refreshingly unique concept,10,Positive
My head just exploded,10,Positive
The first season finale,10,Positive
Captivating.,10,Positive
Extraordinary,10,Positive
"Hang on through the weird bits, it all comes together at the end",10,Positive
A promising premise realised immaculately!,10,Positive
Disappointed,6,Neutral
Overhyped - S2 E4,5,Neutral
"A refreshing strangeness, perfectly written",10,Positive
The art or storytelling is not dead!!,8,Positive
Best there is!,10,Positive
Looking forward for season 2,10,Positive
so tense and well-made,10,Positive
Season 2 please,10,Positive
It's been a long time ..,10,Positive
BEST FINALE EVER!!!!,10,Positive
Time Is Ticking,6,Neutral
Great first season but Jumped the Shark on Season 2!,5,Neutral
DONT LISTEN TO SEASON 2 NAYSAYERS,9,Positive
I wish I could watch it for the first time again!,10,Positive
A Journey Into the Darkest Corners of the Mind,9,Positive
Masterpiece,8,Positive
So far... mindblowing,9,Positive
Masterpiece,10,Positive
Masterpiece,10,Positive
Immersive and hard to look away,9,Positive
A spoiler-free review (because nothing happens and there's nothing to spoil)!,7,Positive
"Started brilliant, turned into an intolerable drag",2,Negative
Outstanding. Simple and complicated at the same time and I love it.,10,Positive
Slow Burn Dystopian Masterpiece,10,Positive
Dislike? Nah!,10,Positive
Genuinely magnificent,10,Positive
Next level,10,Positive
Oh this has something going for it!,8,Positive
To anyone wondering should they start? Yes.,10,Positive
Office from Hell,10,Positive
Almost great,7,Positive
Season 2 RUINS it beyond repair!,1,Negative
High concept sci-fi meets boring office live executed perfectly,10,Positive
An impressive series with a new and innovative idea,9,Positive
A Captivating Dive into Corporate Dystopia,10,Positive
Masterpiece!,10,Positive
One of the greatest mindblowing series,10,Positive
Out of this world,10,Positive
Brilliant,9,Positive
"Severance, one of the best series I've watched in years.",10,Positive
"Great concept, bad writing - feels like LOST",6,Neutral
Unbearably pretentious in S2,3,Negative
Don't miss this one!,10,Positive
The best example of modern cinema art,10,Positive
Amazing! Seriously!,10,Positive
ABSOLUTELY AMAZING,10,Positive
Severance: A Game-Changing Masterpiece That Redefines TV Series,10,Positive
Best Show of 2022 - Worth Your Time!,10,Positive
One of the greatest American science fiction shows,10,Positive
one of the best shows ive ever seen.,10,Positive
Slow and Underwhelming,6,Neutral
Second Season Sinks,2,Negative
Highly entertaining and thoughtful,10,Positive
"IN A SEA OF GARBAGE, SUDDENLY A MASTERPIECE",10,Positive
Mysterious TV Show,10,Positive
